1,1.1944,0.9898,9.4586e-05,0.001747,3.6601e-10,0.90922,0.7805,0.73427
201,1.1379,0.87037,6.9307e-05,0.0002459,3.3081e-10,0.94542,0.79656,0.66875
401,1.203,0.85788,6.3125e-05,2.8981e-05,3.4671e-10,0.92442,0.7045,1.5236
601,2.0642,0.85634,0.00012645,9.9377e-06,7.2541e-10,1.0114,0.72782,1.3344
801,1.7813,0.87972,8.0585e-05,1.476e-06,4.1692e-10,0.97287,0.8396,1.5111
1001,1.1787,0.84298,6.4415e-05,1.6964e-07,3.1987e-10,0.93146,0.76441,0.90943
1201,2.2831,0.84066,9.0477e-05,3.979e-08,1.922e-10,0.96646,0.8131,1.5089
1401,1.873,0.83814,6.217e-05,5.8785e-09,5.8308e-10,0.99683,0.87815,0.90663
1601,1.869,0.83477,0.00010084,1.3262e-09,2.0003e-08,0.99198,0.89599,1.4796
1801,2.2304,0.81529,6.9489e-05,4.4789e-10,2.0003e-08,1.0083,0.76108,1.3009
2001,1.5688,0.85643,5.3977e-05,2.1325e-10,2.0003e-08,0.89848,0.79418,0.9187
2201,2.4831,0.78066,7.0185e-05,2.369e-10,2.0003e-08,0.94014,0.72178,7.4713e-05
2401,1.3611,0.82664,8.3277e-05,1.7499e-10,2.0003e-08,0.98198,0.83126,1.424
2601,2.2183,0.8303,7.188e-05,7.3168e-10,2.0003e-08,1.0027,0.73453,1.3459
2801,1.2777,0.99819,0.26305,0.26306,2.0003e-08,0.63481,0.59048,1.7923
3001,2.6412,0.98212,0.33802,0.33802,3.2963e-08,0.63321,0.5541,1.552
3201,1.1965,0.98091,0.047795,0.045098,2.3313e-08,0.63404,0.6185,1.2934
3401,1.652,0.97408,0.0078407,0.0076876,2.3305e-08,0.59334,0.55601,0.88794
3601,1.6826,0.99439,0.0053278,0.0017904,3.551e-08,0.55691,0.50935,1.0616
3801,1.777,0.9365,0.000812,0.00026239,3.0094e-08,0.5575,0.51591,1.4278
4001,1.4954,1.0163,0.00010003,2.9347e-05,3.8121e-08,0.52765,0.52145,1.484
4201,1.4794,0.96731,1.4104e-05,6.8819e-06,3.1432e-08,0.6455,0.55547,0.69207
4401,1.1358,0.93614,2.5024e-06,7.7887e-07,2.6329e-08,0.59962,0.52534,0.094868
4601,1.8098,0.99869,8.7647e-07,1.7775e-07,0,0.61253,0.63392,1.3289
4801,2.2698,1.0256,0.0045868,3.3927e-08,0,0.526,0.45898,1.8836
5001,1.6423,0.9669,0.036896,2.1142e-08,0,0.5529,0.51093,2.1844
5201,1.4747,0.99509,0.00082166,4.6663e-09,0,0.51143,0.64056,1.5962
5401,1.9442,0.91232,7.1867e-06,9.6307e-10,0,0.55645,0.48734,2.4252
5601,2.167,0.95241,0.92781,0.0063428,0,0.47675,0.4325,2.1652
5801,1.7333,0.96093,1.1868,0.14371,5.6751e-05,0.20638,0.29346,1.55
6001,1.2022,0.98468,0.86432,0.020185,3.7659e-05,0.43336,0.42157,1.2766
6201,1.1382,0.93761,0.99359,0.0046735,5.4926e-05,0.38299,0.50186,1.7352
6401,1.8798,1.0054,0.016467,0.0013202,6.5387e-05,0.39732,0.3962,1.9354
6601,2.124,0.98117,0.79487,0.00041057,0.00023354,0.33994,0.39601,1.4778
6801,1.9189,0.99268,1.8404,5.3567e-05,0.0006129,0.60614,0.59445,2.3454
7001,1.5759,0.96842,1.7699,0.00014154,0.00041675,0.32737,0.43815,2.3905
7201,2.0656,0.99844,0.75168,0.0039016,0.00035595,0.37997,0.34348,1.7168
7401,2.1296,0.91402,1.7308,0.00077683,0.0036255,0.2964,0.38808,2.2706
7601,1.8503,0.94638,1.456,0.0047049,0.00057633,0.23498,0.66175,1.6667
7801,2.0586,0.91696,2.823,0.0016678,0.00070423,0.29695,0.35055,2.4248
8001,1.6599,0.96983,2.516,0.0044097,0.00040762,0.56375,0.51554,2.3838
8201,1.5098,0.95609,1.9071,0.0070122,0.0012489,0.22179,0.62905,2.5365
8401,1.9018,0.9731,1.5172,0.0027795,0.00056581,0.31703,0.38801,2.4199
8601,2.0301,0.99442,2.4881,0.0012034,0.00044829,0.36959,0.57975,2.157
8801,1.3056,0.98398,1.1413,0.00060203,1,0.44656,0.37147,1
9001,1.787,0.98785,1.8259,0.00034245,1,0.34705,0.77781,1
9201,1.4529,0.96089,2.0071,0.0011078,1,0.46589,0.45256,1
9401,1.8825,0.96488,1.7258,0.012912,1,0.25952,0.3852,1
9601,1.5267,0.95699,1.6906,0.013285,1,1,1,1
