1,1.0014,0.98943,0.00026103,0.0012874,2.3814e-07,3.4018,3.3255,3.1424
301,0.98022,0.8406,0.00066022,0.00068782,1.604e-07,3.3185,3.2091,3.1828
601,0.9597,0.84136,0.00067267,0.00025982,1.7008e-07,3.4835,3.3081,3.2597
901,0.93621,0.82303,0.00024751,6.5974e-05,1.3901e-07,3.3799,3.2911,3.2493
1201,0.9005,0.82114,0.00034625,2.0236e-05,1.8224e-07,3.155,3.132,3.0262
1501,0.87007,0.79877,0.00051152,9.1657e-06,1.9238e-07,3.5177,3.4834,3.3951
1801,0.82836,0.80939,0.00053997,4.3885e-06,1.8756e-07,3.6385,3.5011,3.344
2101,0.82154,0.80253,0.00032514,1.1493e-06,2.0413e-07,3.3366,2.9627,3.031
2401,0.75024,0.79961,0.00020976,3.2604e-07,1.9051e-05,3.1966,3.1356,3.1113
2701,0.71277,0.77908,0.00026478,2.039e-07,1.9051e-05,3.3863,3.3215,3.3702
3001,0.97287,0.96912,0.11393,0.11393,1.5394e-05,3.1369,3.0184,2.9489
3301,0.96197,0.99242,2.9575,0.018832,1.5013e-05,3.4308,3.3263,3.2839
3601,0.93644,0.97894,3.1965,0.014349,8.3145e-06,3.236,3.2324,3.1925
3901,0.89292,0.9787,3.045,0.004019,9.9422e-06,3.0529,2.9582,3.0301
4201,0.85459,0.98195,2.929,0.0010832,2.7266e-05,3.0113,2.9213,3.0025
4501,0.81143,0.98172,3.0532,0.00062187,1.7506e-05,3.0909,3.0816,3.0556
4801,0.80959,0.97151,3.2868,0.00026735,1.9227e-05,3.2504,3.2084,3.2952
5101,0.78134,0.98335,3.2234,0.00010037,2.6821e-05,3.2819,3.1574,3.2372
5401,0.73175,0.96835,3.2613,4.8445e-05,3.1852e-06,3.3654,3.2754,3.2498
5701,0.69924,0.96706,3.2689,1.0933e-05,3.1852e-06,3.5162,3.1822,3.2925
6001,0.72149,0.96255,3.2548,0.032706,5.3844e-06,3.19,3.1526,3.2382
6301,0.69086,0.97557,2.9791,0.0073352,3.5548e-06,2.991,2.9679,2.9649
6601,0.70868,0.976,3.1976,0.001824,4.8663e-06,3.1796,3.1027,3.2011
6901,0.64153,0.98632,3.4223,0.001043,3.7119e-06,3.3042,3.3467,3.3864
7201,0.62997,0.99558,3.1436,0.00029508,4.6862e-06,2.9582,2.9141,3.1372
7501,0.62258,0.96342,3.209,0.00016561,4.9994e-06,3.2132,3.1382,3.2125
7801,0.56275,0.97973,3.2907,3.1469e-05,3.8877e-06,3.4716,3.3952,3.3125
8101,0.61982,0.98886,3.0683,1.3056e-05,4.0988e-06,3.0136,2.9864,3.0884
8401,0.56023,0.97429,3.2155,6.2373e-06,3.5414e-06,3.2227,3.0764,3.1952
8701,0.5529,0.96097,3.5698,6.7776e-06,0,3.7335,3.6031,1
9001,0.53418,0.96097,2.9604,2.908e-06,0,3.0206,2.8118,1
9301,0.51405,0.99287,3.2929,6.8111e-06,0,3.3695,3.2677,1
9601,0.53932,0.97345,3.3487,3.4126e-06,0,1,1,1
